vehicle_class,engine_size,cylinders,fuel_type,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb,fuel_cons_comb_mpg,co2
SUBCOMPACT,2.3,4,Regular gasoline,11.8,8.4,10.3,27.0,242.0
PICKUP TRUCK - STANDARD,2.7,6,Regular gasoline,13.1,10.1,11.7,24.0,275.0
FULL-SIZE,1.6,4,Regular gasoline,9.4,7.9,8.7,32.0,207.0
SUV - STANDARD,5.5,8,Premium gasoline,17.2,13.5,15.5,18.0,356.0
SUV - SMALL,2.5,4,Regular gasoline,5.5,6.4,5.9,48.0,139.0
SUBCOMPACT,1.5,3,Premium gasoline,8.2,6.0,7.2,39.0,170.0
FULL-SIZE,2.0,4,Regular gasoline,9.7,7.0,8.3,34.0,197.0
COMPACT,2.0,4,Premium gasoline,8.6,6.4,7.6,37.0,177.0
SUV - STANDARD,3.0,6,Diesel,12.4,8.7,10.7,26.0,290.0
SUV - STANDARD,2.3,4,Regular gasoline,12.6,8.5,10.8,26.0,253.0
COMPACT,2.0,4,Diesel,7.7,5.7,6.8,42.0,183.0
MID-SIZE,3.0,6,Premium gasoline,11.6,8.1,10.0,28.0,236.0
MID-SIZE,2.4,4,Regular gasoline,10.5,6.7,8.8,32.0,202.0
COMPACT,2.0,4,Premium gasoline,9.7,7.1,8.5,33.0,200.0
MID-SIZE,1.8,4,Regular gasoline,7.7,6.0,6.9,41.0,162.0
COMPACT,2.0,4,Regular gasoline,10.4,7.2,9.0,31.0,207.0
MID-SIZE,2.0,4,Regular gasoline,5.5,5.7,5.6,50.0,131.0
SUV - SMALL,2.4,4,Regular gasoline,10.3,8.3,9.4,30.0,218.0
FULL-SIZE,3.3,6,Regular gasoline,12.7,8.8,10.9,26.0,251.0
SUV - SMALL,3.6,6,Regular gasoline,13.7,10.1,12.1,23.0,282.0
PICKUP TRUCK - STANDARD,2.7,6,Regular gasoline,12.0,9.4,10.8,26.0,253.0
SUV - SMALL,3.2,6,Regular gasoline,11.6,8.5,10.2,28.0,235.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,14.2,10.4,12.5,23.0,288.0
MID-SIZE,6.0,12,Premium gasoline,20.4,12.0,16.6,17.0,389.0
SPECIAL PURPOSE VEHICLE,2.5,4,Ethanol (E85),16.1,11.8,14.2,20.0,233.0
COMPACT,2.5,4,Regular gasoline,8.3,6.1,7.3,39.0,168.0
COMPACT,2.0,4,Premium gasoline,11.9,8.4,10.3,27.0,237.0
SUV - SMALL,1.4,4,Regular gasoline,9.8,7.7,8.8,32.0,208.0
STATION WAGON - MID-SIZE,2.0,4,Regular gasoline,10.5,7.5,9.2,31.0,212.0
STATION WAGON - MID-SIZE,5.5,8,Premium gasoline,15.2,11.0,13.3,21.0,310.0
MID-SIZE,2.5,4,Regular gasoline,8.2,6.0,7.2,39.0,166.0
FULL-SIZE,6.2,8,Premium gasoline,19.0,11.5,15.6,18.0,368.0
MID-SIZE,6.0,12,Premium gasoline,19.6,11.7,16.0,18.0,375.0
MID-SIZE,3.7,6,Premium gasoline,12.8,9.0,11.1,25.0,255.0
MID-SIZE,3.5,6,Premium gasoline,10.9,7.8,9.5,30.0,223.0
SUBCOMPACT,3.0,6,Premium gasoline,13.0,8.5,11.0,26.0,259.0
MID-SIZE,4.0,8,Premium gasoline,13.5,8.6,11.3,25.0,265.0
COMPACT,2.5,4,Regular gasoline,8.8,6.6,7.8,36.0,183.0
SUV - SMALL,2.4,4,Regular gasoline,11.0,8.0,9.7,29.0,226.0
MINICOMPACT,3.8,6,Premium gasoline,11.9,8.7,10.5,27.0,242.0
SUV - SMALL,2.0,4,Regular gasoline,12.9,9.8,11.5,25.0,264.0
MID-SIZE,3.5,6,Regular gasoline,11.0,7.7,9.5,30.0,222.0
SUBCOMPACT,6.2,8,Premium gasoline,14.2,8.7,11.7,24.0,273.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,9.6,6.7,8.3,34.0,195.0
MINIVAN,3.6,6,Regular gasoline,12.9,8.4,10.9,26.0,257.0
SUV - SMALL,3.6,6,Regular gasoline,13.4,9.7,11.7,24.0,269.0
MID-SIZE,2.0,4,Premium gasoline,9.7,7.0,8.5,33.0,198.0
SUV - STANDARD,6.2,8,Premium gasoline,15.9,11.1,13.8,20.0,317.0
SUBCOMPACT,2.0,4,Regular gasoline,9.1,6.9,8.1,35.0,189.0
SUV - SMALL,2.0,4,Regular gasoline,11.5,8.7,10.2,28.0,241.0
STATION WAGON - SMALL,1.5,4,Regular gasoline,8.1,6.4,7.3,39.0,171.0
SUV - SMALL,2.0,4,Premium gasoline,11.3,7.9,9.7,29.0,223.0
VAN - PASSENGER,6.0,8,Regular gasoline,22.0,14.9,18.8,15.0,441.0
PICKUP TRUCK - SMALL,2.8,4,Diesel,12.3,8.5,10.6,27.0,284.0
SUV - SMALL,3.2,6,Regular gasoline,12.3,8.3,10.5,27.0,242.0
COMPACT,3.5,6,Premium gasoline,11.2,7.5,9.6,29.0,221.0
MID-SIZE,2.4,4,Regular gasoline,6.7,6.1,6.4,44.0,150.0
MINIVAN,3.6,6,Regular gasoline,12.4,8.4,10.6,27.0,249.0
MID-SIZE,2.5,4,Regular gasoline,5.5,5.9,5.7,50.0,131.0
SUBCOMPACT,6.2,8,Premium gasoline,17.2,12.0,14.9,19.0,349.0
SUV - SMALL,2.4,4,Ethanol (E85),15.6,11.0,13.6,21.0,223.0
FULL-SIZE,3.6,6,Premium gasoline,15.0,10.2,12.8,22.0,302.0
TWO-SEATER,6.5,12,Premium gasoline,22.2,12.7,17.9,16.0,420.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,16.1,12.4,14.5,19.0,339.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,13.6,10.3,12.1,23.0,284.0
SUV - SMALL,2.0,4,Regular gasoline,7.9,6.9,7.5,38.0,175.0
COMPACT,4.4,8,Premium gasoline,14.3,9.3,12.1,23.0,283.0
FULL-SIZE,6.0,12,Premium gasoline,17.3,11.0,14.5,19.0,340.0
TWO-SEATER,6.0,12,Premium gasoline,19.5,12.8,16.5,17.0,379.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,10.1,7.7,9.0,31.0,211.0
FULL-SIZE,3.6,6,Ethanol (E85),18.7,12.4,15.9,18.0,254.0
MID-SIZE,4.0,8,Premium gasoline,16.0,10.5,13.5,21.0,318.0
PICKUP TRUCK - STANDARD,4.3,6,Regular gasoline,15.8,11.9,14.0,20.0,329.0
MID-SIZE,5.0,8,Premium gasoline,12.0,10.7,11.4,25.0,262.0
MID-SIZE,1.6,4,Regular gasoline,8.0,7.0,7.5,38.0,178.0
SUV - STANDARD,3.5,6,Regular gasoline,8.4,8.3,8.4,34.0,195.0
FULL-SIZE,2.4,4,Regular gasoline,9.9,7.3,8.7,32.0,205.0
STATION WAGON - MID-SIZE,3.5,6,Regular gasoline,11.7,8.5,10.3,27.0,242.0
MID-SIZE,6.6,12,Premium gasoline,19.6,12.9,16.6,17.0,388.0
STATION WAGON - SMALL,2.0,4,Premium gasoline,10.5,7.1,8.9,32.0,208.0
COMPACT,1.2,3,Regular gasoline,7.0,5.6,6.3,45.0,147.0
COMPACT,2.0,4,Premium gasoline,10.5,7.6,9.2,31.0,215.0
SUV - STANDARD,3.0,6,Diesel,11.8,8.5,10.3,27.0,278.0
TWO-SEATER,2.0,4,Premium gasoline,11.1,8.4,9.9,29.0,228.0
MID-SIZE,3.3,6,Premium gasoline,12.7,9.6,11.3,25.0,265.0
COMPACT,2.5,4,Regular gasoline,9.3,6.4,8.0,35.0,184.0
MID-SIZE,2.5,4,Regular gasoline,10.5,7.0,8.9,32.0,205.0
MID-SIZE,2.1,4,Diesel,8.5,5.7,7.2,39.0,194.0
SUBCOMPACT,1.6,4,Premium gasoline,9.1,6.7,8.0,35.0,184.0
MID-SIZE,3.0,6,Premium gasoline,14.7,9.1,12.2,23.0,281.0
SUV - STANDARD,3.5,6,Regular gasoline,14.4,10.4,12.6,22.0,295.0
SUBCOMPACT,4.4,8,Premium gasoline,17.3,11.5,14.7,19.0,338.0
MID-SIZE,2.5,4,Regular gasoline,9.8,6.9,8.4,34.0,196.0
MID-SIZE,1.8,4,Regular gasoline,8.3,6.5,7.5,38.0,176.0
SUV - SMALL,2.0,4,Regular gasoline,10.8,8.9,10.0,28.0,234.0
COMPACT,2.0,4,Premium gasoline,10.0,7.9,9.1,31.0,209.0
SUV - SMALL,2.0,4,Premium gasoline,10.3,7.6,9.1,31.0,212.0
VAN - PASSENGER,3.5,6,Regular gasoline,16.2,12.8,14.7,19.0,346.0
MID-SIZE,1.6,4,Regular gasoline,8.7,6.6,7.8,36.0,184.0
TWO-SEATER,2.5,4,Premium gasoline,12.1,9.0,10.7,26.0,249.0
STATION WAGON - MID-SIZE,1.8,4,Regular gasoline,5.4,5.8,5.6,50.0,129.0
FULL-SIZE,3.0,6,Premium gasoline,10.6,7.7,9.3,30.0,214.0
MID-SIZE,4.0,8,Premium gasoline,13.4,8.8,11.4,25.0,265.0
SUBCOMPACT,5.0,8,Premium gasoline,14.6,10.1,12.6,22.0,290.0
SUV - SMALL,3.6,6,Regular gasoline,14.8,9.9,12.6,22.0,290.0
SUBCOMPACT,1.8,4,Regular gasoline,9.6,7.0,8.4,34.0,196.0
SUBCOMPACT,2.0,4,Regular gasoline,8.8,6.5,7.8,36.0,182.0
PICKUP TRUCK - STANDARD,4.3,6,Ethanol (E85),20.2,15.2,18.0,16.0,296.0
STATION WAGON - SMALL,1.6,4,Regular gasoline,9.7,7.8,8.8,32.0,208.0
SUV - SMALL,2.4,4,Regular gasoline,11.7,10.3,11.1,25.0,259.0
COMPACT,1.8,4,Premium gasoline,10.9,7.5,9.4,30.0,216.0
SUV - SMALL,2.5,4,Regular gasoline,9.9,7.7,8.9,32.0,208.0
SUBCOMPACT,3.5,6,Premium gasoline,12.0,8.5,10.4,27.0,239.0
VAN - PASSENGER,8.235984128507003,5,Premium gasoline,26.0188584229297,8.245843049826302,7.358549050713347,55.0368850984515,440.325268406389
MID-SIZE,2.0,4,Regular gasoline,8.6,6.4,7.6,37.0,178.0
MID-SIZE,3.0,6,Premium gasoline,11.5,8.0,9.9,29.0,232.0
FULL-SIZE,3.0,6,Premium gasoline,13.4,8.8,11.4,25.0,267.0
MID-SIZE,2.5,4,Regular gasoline,8.7,6.6,7.8,36.0,181.0
SUBCOMPACT,2.0,4,Premium gasoline,11.0,8.0,9.7,29.0,226.0
COMPACT,4.0,8,Premium gasoline,13.2,8.7,11.2,25.0,263.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,14.7,11.8,13.8,20.0,324.0
COMPACT,2.0,4,Premium gasoline,10.2,7.7,9.1,31.0,214.0
SUV - STANDARD,3.5,6,Regular gasoline,13.8,10.7,12.4,23.0,291.0
SUV - SMALL,2.0,4,Premium gasoline,11.6,9.3,10.6,27.0,248.0
MID-SIZE,2.0,4,Premium gasoline,11.5,,9.9,29.0,232.0
SUV - SMALL,3.5,6,Regular gasoline,13.9,9.7,12.0,24.0,276.0
COMPACT,1.4,4,Premium gasoline,5.6,5.2,5.4,52.0,124.0
STATION WAGON - SMALL,1.4,4,Regular gasoline,9.3,7.1,8.3,34.0,194.0
MID-SIZE,2.0,4,Regular gasoline,4.7,4.9,4.8,59.0,110.0
SUV - SMALL,2.5,4,Regular gasoline,9.4,7.3,8.4,34.0,198.0
COMPACT,2.0,4,Regular gasoline,10.6,8.3,9.5,30.0,226.0
SUV - SMALL,2.3,4,Regular gasoline,13.1,9.4,11.4,25.0,268.0
COMPACT,3.6,6,Regular gasoline,13.2,8.7,11.2,25.0,261.0
SUV - SMALL,3.5,6,Regular gasoline,13.2,9.0,11.3,25.0,260.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,16.7,13.1,15.1,19.0,354.0
TWO-SEATER,3.4,6,Premium gasoline,11.3,7.9,9.8,29.0,230.0
SUBCOMPACT,2.0,4,Premium gasoline,8.9,6.6,7.9,36.0,184.0
MID-SIZE,2.1,4,Diesel,8.6,5.9,7.4,38.0,200.0
SUV - SMALL,2.5,4,Regular gasoline,9.8,7.9,9.0,31.0,210.0
SUBCOMPACT,2.0,4,Premium gasoline,11.3,8.0,9.8,29.0,225.0
SUBCOMPACT,2.0,4,Premium gasoline,11.3,8.2,9.9,29.0,231.0
MID-SIZE,1.8,4,Regular gasoline,8.1,6.3,7.3,39.0,171.0
SUV - STANDARD,3.0,6,Premium gasoline,15.2,12.6,14.0,20.0,298.0
SUV - SMALL,1.6,4,Diesel,8.5,6.1,7.4,38.0,199.0
COMPACT,2.0,4,Premium gasoline,11.1,8.3,9.8,29.0,225.0
SPECIAL PURPOSE VEHICLE,2.5,4,Regular gasoline,11.7,8.4,10.2,28.0,235.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,14.3,10.5,12.6,22.0,295.0
COMPACT,1.4,4,Regular gasoline,8.2,6.3,7.4,38.0,172.0
SUV - SMALL,3.5,6,Regular gasoline,12.1,8.9,10.7,26.0,246.0
MID-SIZE,2.0,4,Premium gasoline,10.7,7.1,9.1,31.0,212.0
MINICOMPACT,3.8,6,Premium gasoline,12.6,9.9,11.4,25.0,266.0
MID-SIZE,2.0,4,Regular gasoline,6.0,5.3,5.7,50.0,135.0
STATION WAGON - SMALL,3.5612678991728677,11,Diesel,12.873737772784416,7.8489182251877985,15.004898903041747,51.573421521516366,244.08806670596846
PICKUP TRUCK - STANDARD,5.7,8,Regular gasoline,15.7,10.9,13.6,21.0,313.0
COMPACT,2.0,4,Premium gasoline,9.7,6.7,8.3,34.0,191.0
TWO-SEATER,3.7,6,Premium gasoline,12.6,9.2,11.1,25.0,260.0
FULL-SIZE,3.6,6,Premium gasoline,15.0,10.3,12.8,22.0,299.0
SUBCOMPACT,3.0,6,Premium gasoline,12.3,8.7,10.7,26.0,251.0
MID-SIZE,3.6,6,Regular gasoline,13.8,9.0,11.7,24.0,274.0
COMPACT,2.0,4,Regular gasoline,10.0,7.4,8.8,32.0,202.0
SUV - STANDARD,3.6,6,Premium gasoline,13.9,9.6,12.0,24.0,281.0
STATION WAGON - SMALL,2.5,5,Regular gasoline,11.0,7.7,9.5,30.0,218.0
SUV - SMALL,2.4,4,Regular gasoline,11.0,9.1,10.1,28.0,240.0
COMPACT,4.7,8,Premium gasoline,15.4,10.4,13.2,21.0,304.0
PICKUP TRUCK - STANDARD,4.3,6,Ethanol (E85),18.9,14.2,16.8,17.0,269.0
MID-SIZE,6.8,8,Premium gasoline,21.0,13.1,17.5,16.0,408.0
SUV - SMALL,2.4,4,Regular gasoline,11.7,8.7,10.3,27.0,239.0
SUV - SMALL,3.0,6,Premium gasoline,13.2,9.2,11.4,25.0,262.0
TWO-SEATER,1.6,4,Premium gasoline,8.5,6.6,7.6,37.0,175.0
SUV - SMALL,2.4,4,Regular gasoline,11.2,8.0,9.8,29.0,230.0
MID-SIZE,3.5,6,Regular gasoline,11.4,7.3,9.5,30.0,223.0
COMPACT,6.2,8,Premium gasoline,19.7,12.9,16.6,17.0,382.0
FULL-SIZE,3.0,6,Premium gasoline,15.1,10.3,12.8,22.0,299.0
FULL-SIZE,2.0,4,Regular gasoline,5.0,5.0,5.0,56.0,117.0
FULL-SIZE,5.5,8,Premium gasoline,15.7,10.1,13.2,21.0,304.0
SUBCOMPACT,4.4,8,Premium gasoline,14.7,9.6,12.4,23.0,292.0
TWO-SEATER,5.5,8,Premium gasoline,14.8,10.2,12.7,22.0,292.0
COMPACT,2.4,4,Premium gasoline,10.8,7.4,9.3,30.0,214.0
SUV - SMALL,4.0,6,Regular gasoline,16.0,12.0,14.2,20.0,327.0
MID-SIZE,2.0,4,Regular gasoline,9.4,7.0,8.3,34.0,198.0
SUV - STANDARD,3.5,6,Ethanol (E85),19.8,14.3,17.3,16.0,288.0
SUV - SMALL,2.0,4,Regular gasoline,9.0,6.8,8.0,35.0,184.0
PICKUP TRUCK - STANDARD,3.0,6,Diesel,10.4,8.0,9.4,30.0,252.0
COMPACT,3.0,6,Premium gasoline,13.7,9.0,11.6,24.0,271.0
MID-SIZE,4.0,8,Premium gasoline,12.9,8.0,10.7,26.0,249.0
MID-SIZE,1.8,4,Regular gasoline,8.8,6.8,7.9,36.0,185.0
VAN - PASSENGER,3.5,6,Regular gasoline,16.2,12.3,14.5,19.0,340.0
MID-SIZE,2.0,4,Premium gasoline,10.2,7.2,8.9,32.0,208.0
SUV - SMALL,2.5,4,Regular gasoline,9.5,7.5,8.6,33.0,200.0
PICKUP TRUCK - STANDARD,4.3,6,Ethanol (E85),20.3,15.2,18.0,16.0,294.0
MID-SIZE,2.4,4,Regular gasoline,10.2,7.0,8.8,32.0,207.0
PICKUP TRUCK - SMALL,3.6,6,Regular gasoline,14.0,9.9,12.2,23.0,286.0
FULL-SIZE,2.0,4,Regular gasoline,11.8,8.1,10.1,28.0,238.0
COMPACT,1.6,4,Premium gasoline,9.3,7.5,8.5,33.0,196.0
SUV - SMALL,9.279123228491972,2,Regular gasoline,20.07331231600064,10.084569933337,26.377945547550475,60.52713538814252,453.804685616367
PICKUP TRUCK - STANDARD,2.3,4,Regular gasoline,11.8,9.8,10.9,26.0,256.0
PICKUP TRUCK - STANDARD,2.7,6,Regular gasoline,13.5,11.2,12.5,23.0,293.0
MINICOMPACT,1.6,4,Premium gasoline,9.3,7.0,8.3,34.0,191.0
SUV - SMALL,2.0,4,Regular gasoline,12.8,10.4,11.7,24.0,273.0
MID-SIZE,2.0,4,Premium gasoline,11.1,7.3,9.4,30.0,219.0
PICKUP TRUCK - SMALL,4.0,6,Regular gasoline,15.0,11.2,13.3,21.0,313.0
SUBCOMPACT,5.0,8,Regular gasoline,15.4,9.7,12.9,22.0,302.0
COMPACT,1.2,3,Regular gasoline,7.2,5.9,6.6,43.0,155.0
SUV - SMALL,2.0,4,Premium gasoline,11.4,9.3,10.5,27.0,246.0
COMPACT,1.6,4,Regular gasoline,10.8,8.1,9.6,29.0,222.0
FULL-SIZE,3.0,6,Premium gasoline,11.9,8.4,10.3,27.0,241.0
VAN - PASSENGER,3.5,6,Regular gasoline,16.1,12.7,14.6,19.0,342.0
TWO-SEATER,1.8,4,Premium gasoline,10.4,7.2,9.0,31.0,207.0
SUV - SMALL,2.0,4,Premium gasoline,11.0,8.6,9.9,29.0,232.0
MID-SIZE,4.0,8,Premium gasoline,14.6,8.8,11.9,24.0,281.0
SUV - SMALL,2.0,4,Regular gasoline,8.9,7.3,8.2,34.0,189.0
MINICOMPACT,3.8,6,Premium gasoline,12.9,9.0,11.2,25.0,258.0
SUBCOMPACT,1.0,3,Regular gasoline,7.6,5.7,6.8,42.0,158.0
SUV - STANDARD,3.6,6,Regular gasoline,15.7,10.6,13.4,21.0,315.0
SUV - STANDARD,3.5,6,Ethanol (E85),18.7,12.9,16.1,18.0,264.0
FULL-SIZE,2.0,4,Regular gasoline,5.7,6.2,5.9,48.0,138.0
COMPACT,1.6,4,Regular gasoline,8.9,7.1,8.1,35.0,191.0
MID-SIZE,2.5,4,Regular gasoline,8.7,6.0,7.5,38.0,176.0
SUV - SMALL,2.0,4,Regular gasoline,11.5,7.8,9.8,29.0,231.0
SUBCOMPACT,2.0,4,Premium gasoline,9.9,6.5,8.4,34.0,197.0
SUBCOMPACT,3.0,6,Premium gasoline,14.1,9.7,12.1,23.0,278.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,14.6,10.4,12.7,22.0,298.0
COMPACT,2.0,4,Regular gasoline,9.7,7.1,8.6,33.0,200.0
MID-SIZE,2.0,4,Premium gasoline,12.6,8.5,10.8,26.0,248.0
SUV - SMALL,1.5,3,Regular gasoline,8.6,7.1,7.9,36.0,185.0
TWO-SEATER,6.5,12,Premium gasoline,22.8,12.9,18.3,15.0,421.0
PICKUP TRUCK - STANDARD,5.7,8,Regular gasoline,17.2,12.8,15.2,19.0,350.0
COMPACT,2.0,4,Premium gasoline,11.1,7.9,9.7,29.0,223.0
SUV - STANDARD,5.5,8,Premium gasoline,19.4,15.7,17.7,16.0,407.0
COMPACT,2.0,4,Regular gasoline,8.8,7.3,8.1,35.0,189.0
SUV - SMALL,3.0,6,Diesel,10.6,8.1,9.5,30.0,255.0
SUV - SMALL,1.3,3,Regular gasoline,9.0,8.0,8.5,33.0,199.0
SUV - SMALL,2.4,4,Regular gasoline,12.0,9.3,10.8,26.0,251.0
STATION WAGON - SMALL,2.0,4,Regular gasoline,9.8,6.6,8.4,34.0,193.0
COMPACT,3.6,6,Premium gasoline,14.7,9.8,12.5,23.0,293.0
MID-SIZE,1.6,4,Diesel,7.8,5.2,6.6,43.0,178.0
STATION WAGON - MID-SIZE,2.0,4,Premium gasoline,10.7,8.0,9.5,30.0,222.0
SUV - STANDARD,5.3,8,Ethanol (E85),20.2,13.6,17.2,16.0,275.0
MID-SIZE,1.4,4,Regular gasoline,9.0,6.1,7.7,37.0,181.0
TWO-SEATER,3.7,6,Premium gasoline,12.6,9.1,11.0,26.0,253.0
MID-SIZE,3.5,6,Premium gasoline,12.6,9.1,11.0,26.0,253.0
SUV - STANDARD,1.9596865125716665,16,Regular gasoline,31.48161105083413,15.962806039066956,12.320843953101278,54.22604235058115,486.7288582343775
FULL-SIZE,4.0,8,Premium gasoline,14.4,9.5,12.2,23.0,286.0
COMPACT,6.2,8,Premium gasoline,15.3,9.8,12.8,22.0,294.0
FULL-SIZE,3.6,6,Ethanol (E85),16.8,10.3,13.9,20.0,229.0
COMPACT,2.0,4,Regular gasoline,8.9,6.2,7.7,37.0,177.0
COMPACT,3.6,6,Regular gasoline,14.0,8.4,11.5,25.0,265.0
COMPACT,3.0,6,Premium gasoline,14.2,9.6,12.1,23.0,278.0
SUBCOMPACT,1.8,4,Premium gasoline,10.9,7.5,9.4,30.0,216.0
PICKUP TRUCK - SMALL,2.5,4,Regular gasoline,13.7,10.7,12.3,23.0,290.0
COMPACT,1.6,4,Regular gasoline,10.6,7.9,9.4,30.0,216.0
COMPACT,2.0,4,Ethanol (E85),12.2,8.8,10.6,27.0,177.0
STATION WAGON - SMALL,1.4,4,Regular gasoline,8.2,6.3,7.4,38.0,172.0
COMPACT,2.0,4,Premium gasoline,10.5,6.9,8.9,32.0,209.0
COMPACT,2.0,4,Diesel,8.4,5.9,7.4,38.0,200.0
FULL-SIZE,3.5,6,Ethanol (E85),18.8,12.6,16.0,18.0,256.0
TWO-SEATER,6.0,12,Premium gasoline,19.4,12.8,16.4,17.0,388.0
PICKUP TRUCK - STANDARD,3.0,6,Diesel,10.2,7.8,9.1,31.0,245.0
SUBCOMPACT,3.0,6,Premium gasoline,11.8,7.9,10.0,28.0,235.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,14.7,11.8,13.8,20.0,323.0
TWO-SEATER,5.5,8,Premium gasoline,12.4,8.5,10.6,27.0,244.0
MINIVAN,3.6,6,Ethanol (E85),18.6,12.7,15.9,18.0,254.0
SUV - SMALL,3.6,6,Regular gasoline,13.5,9.7,11.8,24.0,277.0
SUV - SMALL,2.9,6,Premium gasoline,14.1,10.4,12.4,23.0,292.0
MID-SIZE,3.2,6,Regular gasoline,11.9,,10.2,28.0,235.0
MID-SIZE,2.0,4,Regular gasoline,9.4,6.8,8.3,34.0,195.0
COMPACT,2.0,4,Regular gasoline,10.2,7.3,8.9,32.0,205.0
MID-SIZE,2.0,4,Premium gasoline,12.4,8.7,10.7,26.0,246.0
MID-SIZE,3.5,6,Premium gasoline,11.9,8.2,10.2,28.0,235.0
MID-SIZE,3.0,6,Premium gasoline,15.2,9.6,12.7,22.0,292.0
TWO-SEATER,8.4,10,Premium gasoline,19.4,11.3,15.8,18.0,363.0
SUBCOMPACT,1.6,4,Regular gasoline,8.7,6.4,7.6,37.0,175.0
MID-SIZE,2.5,4,Regular gasoline,8.7,6.2,7.6,37.0,175.0
TWO-SEATER,4.0,8,Premium gasoline,14.7,11.0,13.0,22.0,304.0
MID-SIZE,4.7,8,Premium gasoline,14.7,9.1,12.2,23.0,294.0
MINICOMPACT,3.0,6,Premium gasoline,13.1,9.7,11.5,25.0,271.0
SUV - SMALL,2.4,4,Regular gasoline,10.8,7.8,9.5,30.0,222.0
SUBCOMPACT,4.0,8,Premium gasoline,16.3,9.8,13.4,21.0,314.0
SUBCOMPACT,4.4,8,Premium gasoline,13.3,9.2,11.5,25.0,269.0
COMPACT,2.0,4,Ethanol (E85),12.3,,10.8,26.0,179.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,13.7,11.2,12.5,23.0,293.0
COMPACT,6.2,8,Premium gasoline,15.0,9.9,12.7,22.0,292.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,15.1,11.0,13.3,21.0,311.0
COMPACT,2.0,4,Regular gasoline,9.5,7.0,8.3,34.0,195.0
SUV - SMALL,2.4,4,Regular gasoline,11.3,8.4,10.0,28.0,235.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,10.6,8.0,9.4,30.0,220.0
MID-SIZE,2.4,4,Regular gasoline,10.2,6.4,8.5,33.0,196.0
FULL-SIZE,4.0,8,Premium gasoline,15.4,10.4,13.2,21.0,308.0
TWO-SEATER,6.2,8,Premium gasoline,15.6,9.2,12.7,22.0,299.0
SUV - STANDARD,3.0,6,Diesel,10.7,8.3,9.6,29.0,256.0
COMPACT,2.0,4,Premium gasoline,10.0,6.5,8.4,34.0,200.0
FULL-SIZE,2.0,4,Premium gasoline,11.0,7.8,9.5,30.0,223.0
MID-SIZE,3.4,6,Premium gasoline,13.2,8.7,11.1,25.0,262.0
SUBCOMPACT,2.0,4,Premium gasoline,11.9,7.9,10.1,28.0,235.0
COMPACT,1.5,4,Regular gasoline,7.8,6.0,6.8,42.0,164.0
COMPACT,3.0,6,Premium gasoline,11.4,7.4,9.6,29.0,221.0
MID-SIZE,3.6,6,Regular gasoline,12.4,7.5,10.2,28.0,235.0
VAN - PASSENGER,5.3,8,Ethanol (E85),23.9,18.5,21.5,13.0,344.0
MID-SIZE,1.5,4,Premium gasoline,8.4,6.2,7.4,38.0,173.0
SUBCOMPACT,1.4,4,Regular gasoline,8.0,6.2,7.2,39.0,170.0
SUV - SMALL,3.6,6,Regular gasoline,15.0,11.4,13.4,21.0,312.0
SUV - STANDARD,3.0,6,Diesel,10.1,8.0,9.2,31.0,246.0
MID-SIZE,2.0,4,Premium gasoline,11.4,7.7,9.7,29.0,227.0
SUV - SMALL,3.0,6,Regular gasoline,13.4,9.8,11.8,24.0,271.0
SUV - SMALL,2.0,4,Regular gasoline,10.1,7.6,9.0,31.0,211.0
SUV - STANDARD,5.7,8,Premium gasoline,18.2,12.8,15.8,18.0,371.0
SUV - SMALL,2.5,4,Regular gasoline,11.0,8.2,9.7,29.0,223.0
MID-SIZE,3.0,6,Premium gasoline,13.3,9.3,11.5,25.0,268.0
SUV - STANDARD,3.0,6,Premium gasoline,14.0,10.7,12.5,23.0,294.0
SUBCOMPACT,1.2,4,Regular gasoline,7.6,6.0,6.9,41.0,159.0
SUV - STANDARD,6.2,8,Premium gasoline,16.4,11.7,14.3,20.0,329.0
COMPACT,4.4,8,Premium gasoline,14.7,9.7,12.5,23.0,292.0
SUV - STANDARD,3.5,6,Regular gasoline,14.7,10.7,12.9,22.0,303.0
FULL-SIZE,2.0,4,Regular gasoline,9.4,7.1,8.4,34.0,200.0
SUBCOMPACT,3.7,6,Regular gasoline,12.6,8.5,10.7,26.0,246.0
TWO-SEATER,3.7,6,Premium gasoline,12.6,9.2,11.1,25.0,255.0
SUBCOMPACT,4.7,8,Premium gasoline,18.2,11.6,15.2,19.0,360.0
MINICOMPACT,3.4,6,Premium gasoline,12.6,9.0,11.0,26.0,253.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,15.5,10.6,13.3,21.0,306.0
